Examinee ID,Group,Inclusion Code,Item.001,Item.002,Item.003,Item.004,Item.005,Item.006,Item.007,Item.008,Item.009,Item.010,Item.011,Item.012,Item.013,Item.014,Item.015,Item.016,Item.017,Item.018,Item.019,Item.020,Item.021,Item.022,Item.023,Item.024,Item.025,Item.026,Item.027,Item.028,Item.029,Item.030,Item.031,Item.032,Item.033,Item.034,Item.035,Item.036,Item.037,Item.038,Item.039,Item.040,Item.041,Item.042,Item.043,Item.044,Item.045,Item.046,Item.047,Item.048,Item.049,Item.050
Examinee.14435,P,Y,A,A,B,C,A,C,C,D,C,B,D,B,A,B,C,D,D,B,A,D,C,C,A,D,B,D,D,C,D,D,C,B,D,B,C,D,D,D,A,D,D,C,D,C,C,D,B,A,C,D
Examinee.14436,P,Y,A,B,D,A,C,A,B,D,A,D,D,B,A,A,C,D,D,B,A,C,C,D,D,D,A,B,D,D,C,C,C,C,D,B,C,D,B,B,A,C,C,C,A,D,C,D,C,B,C,D
Examinee.14437,P,Y,A,D,B,B,C,B,C,D,C,D,A,B,A,B,B,D,D,A,A,D,A,C,B,D,D,A,D,C,B,A,A,A,A,C,B,D,C,C,B,D,C,C,A,C,A,D,C,B,C,D
Examinee.14438,P,Y,A,D,B,C,B,A,C,D,C,B,A,B,B,B,D,A,D,A,A,D,C,C,A,D,B,A,C,A,B,A,B,B,A,B,D,D,C,A,B,D,C,C,B,C,A,D,A,B,B,A
Examinee.14439,P,Y,A,B,A,A,A,A,C,D,D,B,A,B,A,C,C,D,D,A,A,D,B,A,A,D,A,D,D,A,B,C,A,D,A,B,D,D,D,B,B,A,C,C,B,D,C,A,B,B,B,D
Examinee.14440,P,Y,A,A,C,A,A,C,B,D,C,D,D,B,B,C,D,B,D,A,A,D,C,D,C,A,C,D,A,C,B,D,B,D,A,B,B,D,B,B,B,A,C,C,A,A,A,D,C,B,B,D
Examinee.14441,P,Y,A,B,A,A,A,B,A,D,C,D,C,B,B,A,D,D,D,A,B,C,A,C,A,D,B,D,D,C,B,C,A,B,B,C,D,D,D,C,B,A,C,C,A,D,A,D,C,B,B,D
Examinee.14442,P,Y,A,A,B,A,C,A,C,D,C,B,D,B,C,A,C,C,D,B,B,A,C,A,D,D,C,C,B,C,B,B,A,A,C,B,D,D,D,D,C,D,A,C,B,D,A,D,C,B,B,C
Examinee.14443,P,Y,A,A,B,A,B,C,C,D,C,D,A,B,D,D,D,C,D,A,A,A,A,C,A,D,C,A,A,D,C,C,A,B,A,B,B,A,C,D,B,A,A,C,B,C,A,D,C,B,A,A
Examinee.14444,P,Y,A,A,A,C,A,B,C,D,C,D,A,B,A,B,D,A,D,A,A,C,A,B,B,A,A,A,D,A,B,C,D,C,A,D,D,D,C,B,B,D,C,C,B,D,A,A,A,B,A,C
Examinee.14445,P,Y,A,B,B,A,A,A,A,D,C,D,B,B,C,B,D,C,D,A,A,C,A,C,B,D,A,D,C,C,B,B,B,D,A,C,D,D,D,B,B,D,C,C,B,B,A,D,A,A,B,A
Examinee.14446,P,Y,A,A,B,A,B,B,C,A,C,B,C,B,A,B,D,A,D,B,B,B,A,C,C,C,A,A,D,D,B,D,B,C,A,B,C,C,C,D,B,C,C,C,A,D,A,B,A,A,A,D
Examinee.14447,P,Y,A,A,B,C,B,B,C,D,C,C,B,B,A,B,A,D,C,A,A,C,A,D,B,A,B,A,D,D,B,A,D,C,A,D,D,D,B,D,C,C,C,C,B,D,A,A,A,A,B,C
Examinee.14448,P,Y,A,D,C,B,B,C,A,D,C,D,C,B,A,B,D,D,D,A,D,D,A,C,A,D,A,B,C,C,B,B,B,C,A,B,B,D,C,B,B,D,C,C,B,D,C,A,A,A,B,A
Examinee.14449,P,Y,A,A,C,B,C,A,B,D,C,D,A,B,A,A,D,A,D,A,A,C,C,C,C,D,B,B,C,B,D,B,C,A,A,B,B,D,D,A,B,D,D,C,B,B,B,D,B,B,A,C
Examinee.14450,P,Y,A,D,B,B,A,B,A,D,C,D,A,B,A,C,D,D,D,B,A,C,D,D,A,D,A,B,D,C,B,B,B,C,A,B,C,D,B,B,B,D,A,C,A,A,A,D,D,C,B,C
Examinee.14451,P,Y,A,B,B,A,C,D,C,D,B,D,D,C,D,D,B,B,D,B,C,D,B,D,A,D,A,A,D,C,B,D,C,D,D,A,D,B,D,B,C,B,D,C,B,B,D,B,A,A,B,C
Examinee.14452,P,Y,A,B,A,A,C,A,C,D,C,B,C,B,B,B,C,D,D,A,D,B,A,D,A,D,A,A,D,D,B,B,B,C,A,A,D,D,B,A,B,C,C,C,B,C,A,D,B,B,C,A
Examinee.14453,P,Y,A,A,A,A,B,A,A,D,C,B,D,A,A,C,D,D,D,A,B,D,B,C,B,D,D,B,D,B,D,D,A,B,B,B,C,D,C,D,B,D,B,C,A,D,A,D,D,B,A,C
Examinee.14454,P,Y,A,D,C,B,A,C,B,A,C,B,C,B,C,B,B,C,D,A,B,C,C,A,A,B,B,A,D,C,B,A,B,A,D,B,D,B,B,C,C,A,D,C,A,C,A,D,B,B,A,D
Examinee.14455,P,Y,A,A,C,B,B,C,C,A,C,D,B,B,A,B,A,D,D,A,B,C,A,A,A,C,A,B,C,C,B,D,C,B,A,B,D,D,B,D,A,D,A,C,B,B,A,D,A,B,B,A
Examinee.14456,P,Y,A,B,A,B,B,A,A,D,C,B,B,B,A,B,A,D,D,A,A,C,A,C,D,D,D,D,D,C,B,B,C,A,A,B,C,A,D,D,B,C,C,C,A,D,A,B,A,B,D,C
Examinee.14457,P,Y,A,B,B,B,A,B,C,A,C,B,B,B,B,B,D,D,D,A,B,C,A,A,A,D,B,B,C,C,C,A,D,B,B,A,B,A,C,D,B,C,C,C,B,A,A,A,D,B,B,D
Examinee.14458,P,Y,A,A,B,A,C,B,A,D,C,B,D,D,C,A,A,A,D,A,D,C,A,D,B,D,A,D,C,D,B,B,C,B,A,A,B,D,C,B,B,A,C,C,B,D,A,A,B,B,B,A
Examinee.14459,P,Y,A,A,C,B,B,A,C,D,C,B,A,B,A,B,D,D,D,A,B,A,A,C,B,D,A,B,C,A,B,D,D,C,A,C,D,D,C,B,B,D,B,C,B,D,A,D,A,B,D,A
Examinee.14460,P,Y,A,A,D,B,B,B,C,D,C,D,A,B,A,B,A,D,D,A,B,C,A,A,A,D,A,D,C,C,B,A,A,A,A,B,D,D,D,B,B,D,C,C,B,C,A,D,C,B,B,D
Examinee.14461,P,Y,A,A,B,A,B,B,A,D,C,D,D,B,C,B,C,D,C,A,D,C,C,D,A,A,B,C,D,A,B,B,B,A,C,C,D,D,B,A,B,C,D,C,A,A,A,D,D,B,B,B
Examinee.14462,P,Y,A,A,A,B,C,B,C,D,C,D,D,B,D,D,C,D,D,A,B,D,B,C,C,D,B,D,B,C,D,C,A,B,D,B,C,D,C,A,B,A,D,C,B,D,A,D,D,B,B,C
Examinee.14463,P,Y,A,A,A,B,C,A,B,D,C,D,D,B,C,B,D,D,D,A,B,D,A,A,A,A,A,B,A,C,B,C,B,C,A,B,B,D,B,D,C,C,A,C,A,D,C,D,A,C,B,D
Examinee.14464,P,Y,A,B,C,C,A,A,B,D,C,B,D,B,A,C,D,D,D,A,B,C,B,A,D,D,B,C,D,C,B,C,B,C,A,A,A,D,C,B,B,D,B,C,B,B,C,D,A,B,B,C
Examinee.14465,P,Y,A,B,A,A,C,C,A,D,C,B,D,B,A,B,C,D,D,A,C,C,A,D,B,D,A,C,A,B,B,B,C,C,A,C,B,D,B,A,B,A,A,C,B,C,A,D,C,B,C,A
Examinee.14466,P,Y,A,A,B,A,B,A,C,D,C,D,B,B,B,D,A,D,D,A,D,D,A,C,B,D,A,B,C,B,B,D,B,C,C,B,C,A,D,B,C,C,D,C,D,C,C,D,A,A,B,A
Examinee.14467,P,Y,A,A,A,B,A,B,C,D,C,D,A,B,C,B,D,D,D,A,B,C,C,C,B,D,A,A,C,C,B,C,C,A,A,B,B,D,B,B,B,A,C,C,B,A,A,D,A,C,B,C
Examinee.14468,P,Y,A,B,A,B,C,B,C,D,D,B,A,B,B,C,B,D,D,A,A,C,A,B,A,A,B,A,C,B,B,A,A,C,A,B,D,D,C,D,B,D,D,C,B,A,A,D,B,B,B,A
Examinee.14469,P,Y,A,A,A,B,C,C,A,D,C,D,D,B,A,D,A,D,D,B,B,D,A,C,D,D,A,B,D,C,C,B,A,B,A,A,B,A,D,B,B,A,C,C,D,C,A,D,C,A,D,C
Examinee.14470,P,Y,A,A,B,C,C,B,A,B,C,D,C,D,B,D,A,C,D,A,B,A,C,D,D,A,B,A,D,C,B,A,D,C,A,C,C,A,D,A,A,D,C,C,B,C,A,D,B,A,A,D
Examinee.14471,P,Y,A,A,B,C,A,C,B,D,C,B,B,B,A,D,D,D,D,A,A,C,B,C,A,D,B,A,D,C,D,A,C,A,C,B,B,A,D,B,B,A,C,C,A,C,A,D,C,D,B,B
Examinee.14472,P,Y,A,A,B,B,C,C,A,D,C,B,A,B,C,B,D,D,D,A,B,C,A,D,A,D,A,D,D,D,B,C,C,B,A,A,D,D,D,B,B,A,C,C,A,A,A,D,A,B,A,C
Examinee.14473,P,Y,A,A,B,B,A,B,A,D,C,D,A,B,A,C,C,C,D,A,A,D,C,D,D,A,B,A,C,C,B,A,D,D,A,C,B,D,D,A,A,C,C,C,B,A,A,D,A,B,A,D
Examinee.14474,P,Y,A,A,A,B,C,B,C,D,C,B,A,B,A,B,D,D,D,A,B,C,A,C,D,C,A,A,C,D,B,B,A,C,A,C,D,D,D,A,C,A,C,C,B,A,A,A,A,B,C,A
Examinee.14475,P,Y,A,B,A,B,C,B,A,A,C,A,D,B,D,C,D,D,C,B,D,D,A,D,A,A,A,A,C,C,D,D,A,B,A,B,B,A,A,B,A,C,B,C,A,D,A,D,B,A,C,C
Examinee.14476,P,Y,A,D,B,C,B,C,A,D,C,B,B,B,A,B,A,C,C,B,C,C,C,A,A,D,B,C,D,C,D,A,B,A,B,D,A,D,C,D,C,C,D,C,C,B,A,A,A,B,A,A
Examinee.14477,P,Y,A,B,B,B,C,B,C,A,C,B,B,B,C,C,D,D,C,A,D,D,D,B,A,A,D,D,C,C,B,B,D,B,A,A,C,D,A,C,D,C,A,C,B,A,C,D,B,A,B,A
Examinee.14478,P,Y,A,A,B,B,C,C,B,D,C,D,B,B,A,B,A,A,D,B,D,B,B,C,B,A,A,A,D,C,C,C,C,B,D,C,B,D,C,D,B,C,A,C,A,B,C,D,A,B,A,D
Examinee.14479,P,Y,A,A,B,B,C,B,C,D,C,D,A,D,B,D,C,C,D,A,B,C,A,A,B,D,D,A,C,A,B,A,D,B,A,B,D,A,D,A,B,A,B,C,B,D,A,A,C,A,B,C
Examinee.14480,P,Y,A,A,D,B,C,B,B,D,C,D,A,B,A,B,A,E,D,A,A,A,B,B,B,C,A,D,D,C,B,C,B,C,C,B,A,D,D,B,B,C,C,C,A,A,A,D,B,B,D,A
Examinee.14481,P,Y,A,B,C,B,C,B,C,D,C,B,D,B,D,B,D,D,D,A,B,C,C,C,B,D,A,D,D,C,B,A,D,C,A,B,B,D,C,B,D,A,D,C,B,B,D,B,C,A,B,C
Examinee.14482,P,Y,A,A,A,B,C,B,C,D,C,D,A,B,B,A,A,D,D,A,A,C,C,B,A,D,A,A,C,B,B,B,D,B,A,B,A,A,C,B,B,D,C,C,B,A,A,D,A,B,D,D
Examinee.14483,P,Y,A,A,C,B,B,B,A,A,C,D,B,B,A,B,A,D,D,A,B,C,B,A,A,C,B,C,C,D,B,A,B,A,A,B,C,C,D,D,B,D,A,C,D,D,A,A,D,A,C,C
Examinee.14484,P,Y,A,B,B,A,A,B,A,D,C,D,B,B,A,A,C,D,D,A,B,C,B,C,A,D,C,D,C,D,D,B,C,C,A,B,D,D,B,B,B,A,A,C,B,D,A,D,B,B,D,A
Examinee.14485,P,Y,A,A,C,B,B,B,C,D,C,D,D,B,C,C,A,D,A,A,B,D,A,D,A,D,A,D,C,A,B,A,C,A,A,C,D,D,D,C,A,A,D,C,A,D,C,D,A,B,A,C
Examinee.14486,P,Y,A,A,D,B,C,B,C,D,C,D,A,B,A,B,D,D,D,A,B,C,A,C,A,D,A,A,C,C,B,A,A,C,A,B,D,D,C,A,B,D,C,C,B,A,A,D,C,B,B,A
Examinee.14487,P,Y,A,A,C,B,C,C,C,D,C,B,D,B,A,B,A,D,D,A,A,C,A,D,B,B,A,A,C,A,B,D,D,C,A,B,B,D,C,D,C,D,C,C,A,D,A,D,B,B,B,B
Examinee.14488,P,Y,A,A,A,A,C,B,B,D,C,D,A,B,A,B,D,D,D,A,A,D,C,A,B,A,A,D,D,B,C,A,B,C,C,B,A,D,B,B,B,C,B,B,C,D,A,D,B,A,C,C
Examinee.14489,P,Y,A,A,A,B,B,C,C,D,B,B,B,B,A,B,A,A,D,A,C,C,B,C,B,D,A,D,D,C,D,C,A,C,A,B,D,B,D,B,B,C,D,C,A,C,A,D,B,C,B,C
Examinee.14490,P,Y,A,A,B,C,C,B,C,D,C,D,A,B,B,B,C,D,D,A,A,C,B,D,A,D,A,A,C,D,B,A,C,B,C,B,B,B,D,A,B,D,C,C,A,C,D,B,A,B,C,C
Examinee.14491,P,Y,A,A,A,B,C,B,C,D,C,D,D,B,A,B,C,D,D,B,D,D,A,C,B,D,D,A,C,C,B,C,C,B,A,B,B,D,D,A,B,C,C,C,D,C,A,D,A,A,D,A
Examinee.14492,P,Y,A,D,C,C,C,B,A,D,C,B,C,B,C,D,A,D,D,B,A,D,A,C,D,D,A,D,C,C,B,A,C,C,A,B,C,D,C,D,B,A,D,C,D,A,A,D,D,B,C,C
Examinee.14493,P,Y,A,A,A,C,C,B,B,D,D,B,A,B,A,C,B,B,D,B,C,D,B,D,B,B,A,C,D,C,B,A,A,C,A,B,D,D,B,B,A,C,A,C,C,B,B,E,A,A,D,C
Examinee.14494,P,Y,A,A,A,B,C,C,B,D,C,B,B,B,C,B,B,D,D,A,A,D,C,A,B,D,D,B,D,B,C,A,A,B,D,C,B,D,C,C,B,A,D,C,C,A,D,D,B,A,A,D
Examinee.14495,P,Y,A,C,C,B,B,C,A,D,C,D,B,B,A,C,D,D,D,A,B,D,C,A,A,A,C,B,B,A,D,C,B,B,A,C,C,D,A,B,B,A,B,C,A,A,D,B,A,D,B,C
Examinee.14496,P,Y,A,A,A,A,C,C,C,D,C,D,D,B,A,B,D,A,D,D,A,D,D,D,B,B,D,D,C,B,C,C,C,B,C,B,B,B,D,D,B,D,D,C,D,A,A,D,D,B,D,D
Examinee.14497,P,Y,A,A,A,B,C,C,C,D,C,C,B,B,A,C,A,D,D,A,B,D,A,C,A,D,A,B,C,B,B,A,B,C,B,C,D,S,D,B,C,D,C,C,D,D,A,B,C,B,B,B
Examinee.14498,P,Y,A,B,A,B,C,C,B,D,C,D,B,D,B,B,D,A,D,A,A,C,A,B,A,D,D,A,D,C,B,B,C,C,A,B,B,D,B,B,B,D,D,C,C,B,C,D,C,A,A,C
Examinee.14499,P,Y,A,A,C,B,C,C,B,D,C,B,D,C,D,C,D,D,C,A,E,D,D,D,A,A,B,C,B,C,B,D,C,A,A,C,C,D,C,D,B,A,A,C,A,D,B,D,C,B,C,C
Examinee.14500,P,Y,A,A,C,B,B,C,A,D,C,B,B,B,A,C,D,A,D,B,A,C,C,C,A,A,D,C,A,C,C,B,C,C,C,B,B,A,C,D,B,A,B,C,A,D,C,D,A,A,D,C
Examinee.14501,P,Y,A,A,B,B,C,B,A,D,C,B,A,C,A,B,A,D,D,B,D,D,B,B,B,A,A,C,C,C,B,B,B,B,B,A,D,D,C,C,B,A,C,C,B,C,D,B,B,A,A,C
Examinee.14502,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,A,B,A,D,D,A,B,C,A,C,B,A,A,D,C,C,B,A,A,B,B,B,D,D,D,B,B,D,C,C,A,A,A,B,C,B,B,A
Examinee.14503,P,Y,A,A,C,B,C,C,A,D,C,D,A,B,A,C,B,D,D,A,A,C,A,C,A,D,D,A,C,C,D,B,D,A,A,B,B,D,D,A,A,A,B,C,C,D,A,D,D,C,B,C
Examinee.14504,P,Y,A,A,B,B,C,B,C,D,C,D,C,B,A,B,D,D,D,A,D,D,C,A,B,D,D,D,C,C,A,A,C,D,A,C,B,B,C,B,A,D,D,C,A,C,A,D,C,B,B,D
Examinee.14505,P,Y,A,B,A,B,C,B,A,D,C,D,B,B,B,B,D,D,D,A,B,D,C,D,A,D,A,D,B,C,B,A,C,A,C,A,B,D,C,A,B,D,D,C,A,C,A,D,C,B,C,C
Examinee.14506,P,Y,A,C,A,B,C,B,A,D,D,B,C,B,B,C,A,C,D,A,C,D,C,A,C,B,B,A,D,C,D,B,B,C,A,B,D,D,C,D,B,D,A,C,A,A,D,B,A,B,D,B
Examinee.14507,P,Y,B,A,C,C,C,B,C,D,C,B,D,B,C,C,A,D,D,B,B,A,A,A,B,D,A,B,C,D,B,C,B,A,C,B,D,D,C,A,C,A,D,C,D,A,C,D,A,B,B,C
Examinee.14508,P,Y,A,A,B,B,C,B,C,D,C,D,D,B,A,B,A,D,D,A,D,D,A,C,C,D,A,B,C,B,B,D,C,B,D,B,A,D,C,B,B,D,B,C,A,A,C,D,C,A,A,B
Examinee.14509,P,Y,A,D,B,B,C,C,B,D,C,D,B,B,A,B,A,D,D,B,C,D,C,C,A,D,A,D,C,C,A,C,C,C,A,A,C,D,D,D,B,A,B,C,A,D,C,D,C,B,A,B
Examinee.14510,P,Y,B,B,B,A,C,C,B,C,C,A,C,A,B,D,C,D,B,A,A,C,B,D,A,A,C,B,D,C,B,B,D,C,A,B,B,A,D,A,A,D,A,C,A,C,D,A,A,A,A,D
Examinee.14511,P,Y,A,A,A,A,C,B,B,D,C,B,A,B,C,B,D,D,C,B,D,B,C,A,B,A,A,D,D,C,B,D,C,D,C,B,B,D,D,A,B,A,A,C,A,A,A,A,D,B,B,C
Examinee.14512,P,Y,A,A,A,B,C,B,C,D,C,B,B,B,A,B,D,D,D,A,A,D,A,A,B,D,A,A,C,D,C,B,C,C,A,B,B,C,D,A,B,B,C,C,D,A,A,D,C,A,A,B
Examinee.14513,P,Y,A,B,B,B,C,C,C,B,C,B,B,B,A,D,D,D,D,A,C,D,A,B,A,C,D,C,A,C,B,B,D,A,D,C,D,D,C,B,B,A,A,C,D,B,C,D,A,B,A,A
Examinee.14514,P,Y,A,A,C,B,C,B,C,D,C,B,D,B,B,C,A,D,D,A,B,D,A,B,B,D,A,A,B,C,B,D,A,A,C,B,C,D,C,C,B,D,C,C,A,A,A,A,B,B,D,D
Examinee.14515,P,Y,A,A,C,A,C,C,A,D,A,D,D,B,A,B,A,B,D,A,A,D,C,C,B,A,D,B,C,C,C,A,C,D,C,B,D,D,D,B,B,C,D,C,A,D,A,A,B,B,C,A
Examinee.14516,P,Y,A,A,B,B,C,B,C,D,C,D,A,B,B,D,D,D,D,A,B,D,D,A,D,C,A,D,D,B,B,C,D,A,A,C,D,D,D,A,B,C,C,C,A,B,A,D,A,B,B,A
Examinee.14517,P,Y,A,A,B,B,C,A,C,D,C,D,B,B,C,B,D,D,D,A,A,D,A,C,B,C,B,D,D,C,A,B,A,A,A,B,C,A,C,B,A,A,C,C,A,D,A,D,D,B,D,B
Examinee.14518,P,Y,A,A,C,C,C,B,C,D,C,B,B,B,A,A,A,D,D,A,D,D,C,D,A,D,A,B,D,C,A,A,C,A,C,B,B,D,C,C,A,D,C,C,A,A,C,D,A,A,D,A
Examinee.14519,P,Y,A,A,A,B,C,C,D,C,D,B,A,B,C,C,A,D,C,A,C,C,C,B,B,B,D,C,A,B,A,D,D,C,C,C,B,D,A,C,B,B,B,C,B,B,A,A,B,A,D,C
Examinee.14520,P,Y,A,C,C,A,B,C,C,D,C,B,C,B,B,B,D,D,D,B,A,B,C,D,C,D,B,D,D,C,A,B,D,A,B,B,C,D,D,B,B,C,B,C,A,C,D,D,D,C,B,C
Examinee.14521,P,Y,A,A,C,B,C,B,C,D,C,D,B,B,A,B,A,D,D,A,B,C,A,C,A,D,A,D,C,A,C,C,C,A,A,B,C,D,D,A,B,D,C,C,B,A,C,A,A,B,A,A
Examinee.14522,P,Y,A,C,C,A,B,B,C,D,A,B,A,B,B,B,D,B,A,D,C,C,B,C,A,A,D,C,C,C,B,C,D,A,A,B,C,C,B,C,A,D,B,A,C,C,A,C,C,A,D,A
Examinee.14523,P,Y,A,A,C,A,C,B,A,D,C,B,A,B,A,B,C,D,D,A,B,D,A,C,B,D,C,D,C,C,B,A,C,C,A,A,C,D,B,B,B,D,A,C,A,C,C,A,B,C,B,C
Examinee.14524,P,Y,A,A,C,A,A,C,A,D,C,B,D,B,B,C,D,D,D,B,A,B,C,D,B,A,A,D,D,C,D,D,C,B,A,B,A,D,D,B,A,B,B,C,A,C,D,D,C,A,D,D
Examinee.14525,P,Y,A,A,B,B,C,B,A,B,C,D,C,B,D,B,D,D,D,B,A,C,B,C,A,D,C,B,C,C,B,C,D,A,B,C,C,A,D,B,A,C,C,C,A,D,C,D,B,A,B,B
Examinee.14526,P,Y,A,A,A,B,B,B,C,D,C,D,B,B,A,B,D,D,D,A,B,D,A,B,A,D,A,A,D,D,C,B,D,B,A,B,D,D,B,D,B,C,C,C,A,C,A,D,C,B,D,A
Examinee.14527,P,Y,A,A,C,B,C,C,A,D,C,D,B,B,C,C,C,C,D,B,A,D,A,A,A,C,D,B,D,C,B,A,C,A,A,B,D,A,D,B,B,C,A,C,A,A,A,D,C,B,B,A
Examinee.14528,P,Y,A,A,B,C,C,B,C,D,C,D,D,B,A,D,B,D,D,A,A,D,C,C,A,A,A,C,D,C,B,B,B,A,A,B,C,D,C,C,A,A,D,C,B,D,C,D,A,B,C,A
Examinee.14529,P,Y,A,C,C,B,C,A,C,D,C,B,D,B,C,C,B,D,D,A,A,D,C,D,B,D,A,D,B,C,B,B,B,A,D,A,C,D,D,B,A,A,B,C,B,C,A,D,B,C,B,A
Examinee.14530,P,Y,A,A,A,C,C,B,C,D,C,D,C,B,C,B,C,D,D,B,A,C,C,C,B,D,A,D,D,C,C,B,D,C,B,B,C,D,B,C,A,A,C,C,A,C,A,D,A,A,B,A
Examinee.14531,P,Y,A,A,B,B,C,B,C,D,C,D,C,B,C,B,A,C,D,B,A,D,D,C,B,A,A,B,C,D,A,B,A,D,A,B,C,D,B,A,B,D,C,C,A,C,C,C,D,B,C,A
Examinee.14532,P,Y,A,B,C,B,B,A,B,D,C,D,C,D,A,B,A,A,D,A,A,B,C,D,B,D,A,B,D,A,A,D,C,B,A,B,B,D,B,B,B,C,D,C,A,A,A,D,A,A,A,D
Examinee.14533,P,Y,A,A,C,B,B,A,A,D,D,D,A,B,A,A,C,C,D,A,B,C,C,B,A,B,A,A,C,A,B,B,A,A,A,A,D,D,D,A,B,A,C,C,A,B,A,D,A,B,A,A
Examinee.14534,P,Y,A,A,B,C,A,B,A,D,C,D,A,D,B,B,A,D,D,A,C,C,B,C,A,B,A,A,D,C,A,B,B,B,A,B,C,D,B,C,B,D,B,C,A,D,A,B,A,B,A,C
Examinee.14535,P,Y,A,D,C,B,B,A,C,A,C,B,B,C,A,B,A,A,D,A,A,C,C,D,B,D,A,D,D,A,B,D,D,B,A,B,D,C,D,C,B,C,D,C,A,A,D,A,B,B,C,C
Examinee.14536,P,Y,A,A,A,C,C,B,B,D,C,D,A,B,B,B,A,D,D,A,A,C,A,A,A,A,A,A,C,C,B,A,A,B,A,B,D,D,D,B,B,D,C,C,B,A,A,D,B,B,B,C
Examinee.14537,P,Y,A,A,D,B,B,A,C,D,C,D,A,B,B,C,A,D,D,A,B,C,A,C,A,A,A,C,C,A,B,B,D,B,A,B,B,B,D,C,B,D,B,C,B,A,A,D,A,B,D,C
Examinee.14538,P,Y,A,A,D,C,A,B,C,D,C,D,C,B,C,B,D,D,D,A,B,C,A,C,C,A,A,D,C,C,B,B,A,A,A,C,D,D,D,B,B,D,C,C,C,A,A,D,C,B,D,A
Examinee.14539,P,Y,A,A,A,B,A,B,C,D,A,B,A,B,A,A,D,D,D,A,A,C,A,D,B,D,A,A,D,C,B,B,C,A,A,B,B,D,C,C,B,D,C,C,A,D,A,D,C,B,A,B
Examinee.14540,P,Y,A,A,B,A,C,B,A,D,C,D,A,B,A,C,A,A,D,A,A,C,C,A,A,A,D,D,B,C,B,B,C,B,A,A,B,D,C,B,B,A,A,C,D,A,A,A,A,B,D,C
Examinee.14541,P,Y,A,B,A,C,B,C,A,D,C,B,B,B,A,D,D,D,D,A,A,C,C,D,B,D,A,A,C,B,B,A,C,B,A,B,B,D,C,B,B,D,C,C,B,D,A,D,A,B,B,A
Examinee.14542,P,Y,A,A,A,B,B,B,C,D,C,D,B,B,C,B,B,D,D,A,B,C,A,A,A,D,A,D,C,D,A,D,C,B,A,D,B,D,D,C,B,A,D,C,B,D,A,A,A,A,D,D
Examinee.14543,P,Y,A,A,A,C,A,B,C,D,C,C,C,B,A,B,B,D,D,A,D,B,C,D,C,C,D,C,D,D,B,B,B,B,C,B,B,B,B,A,B,D,A,C,A,D,D,D,A,A,D,C
Examinee.14544,P,Y,A,B,B,A,C,B,C,D,C,D,D,B,B,D,A,D,D,B,A,D,B,C,A,C,D,C,B,A,B,B,C,B,D,A,C,C,A,C,B,A,B,C,A,C,D,D,A,A,A,B
Examinee.14545,P,Y,A,D,A,B,A,B,A,D,C,D,D,B,C,A,C,D,D,A,B,C,C,B,C,A,A,D,C,C,B,C,C,B,A,B,C,D,C,B,B,D,C,C,A,A,C,D,A,A,D,C
Examinee.14546,P,Y,A,A,A,A,C,C,C,D,C,B,B,B,A,D,A,C,D,B,D,D,B,C,B,D,A,D,B,D,C,B,D,A,A,B,B,D,B,C,C,D,C,C,C,A,A,D,A,B,B,C
Examinee.14547,P,Y,A,A,B,B,B,A,C,D,C,D,D,B,C,B,A,D,D,A,C,B,C,A,D,D,A,A,C,C,B,C,C,A,A,A,B,D,C,B,B,D,C,D,A,A,D,D,C,A,D,A
Examinee.14548,P,Y,A,A,B,B,C,B,C,D,C,D,D,B,A,B,D,D,D,A,A,C,C,A,D,A,A,D,C,C,B,B,A,B,A,A,D,D,C,B,B,D,C,C,B,D,A,D,D,C,D,C
Examinee.14549,P,Y,A,A,A,C,C,B,C,D,C,D,A,B,C,B,A,D,D,A,B,C,A,C,A,D,A,D,C,C,B,A,A,B,A,B,D,D,D,C,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.14550,P,Y,A,A,C,B,A,C,C,A,C,D,B,B,C,B,A,D,D,A,B,C,A,C,B,D,A,B,C,C,B,A,A,C,A,B,D,D,C,B,B,A,C,C,B,A,A,B,A,B,B,A
Examinee.14551,P,Y,A,B,B,B,A,A,C,D,C,D,B,B,C,B,A,D,D,A,B,C,A,A,B,C,A,C,D,D,B,A,C,A,A,B,D,D,C,D,A,C,A,C,D,A,C,A,A,C,B,D
Examinee.14552,P,Y,A,A,C,C,A,D,B,D,C,B,D,B,A,B,A,C,D,A,A,B,C,D,A,A,D,D,D,C,B,B,C,C,A,B,D,D,B,A,B,A,C,C,B,B,A,D,A,B,D,A
Examinee.14553,P,Y,A,A,C,B,C,A,C,D,C,D,B,B,B,C,D,D,D,A,B,C,C,B,A,D,C,D,D,C,B,C,C,A,C,A,D,A,C,C,B,A,C,C,B,B,C,D,B,B,B,C
Examinee.14554,P,Y,A,A,B,B,A,B,A,D,C,D,D,B,A,A,C,D,D,B,A,C,C,B,C,D,C,A,D,C,B,A,A,A,A,B,C,A,D,A,B,C,C,C,A,B,B,A,B,B,A,A
Examinee.14555,P,Y,A,A,A,B,C,B,A,D,A,D,B,B,A,B,A,D,D,A,B,C,A,D,A,A,A,B,C,C,B,A,A,A,A,B,D,D,D,D,B,D,C,C,B,A,A,D,A,B,B,A
